let treemapcbp_text = 
`name,total_obligated_amount,country,address,county,city,state,zip4
JOHN R DAVIDSON JR.,528660,USA,1518 E BENSON AIRPORT RD,BENSON,COCHISE,AZ,856027407
DIAMONDBACK MANUFACTURING LLC,525120,USA,1060 COX RD,COCOA,BREVARD,FL,329264237
ULTRAX AEROSPACE INC,524314,USA,4200 NE SUN CT,LEES SUMMIT,JACKSON,MO,640642245
EBSCO INDUSTRIES INC,523125,USA,1151 BROAD ST STE 212,SHREWSBURY,MONMOUTH,NJ,77024328
"TLI CONSTRUCTION, INC.",519926.86,USA,7900 EAST UNION AVENUE,DENVER,DENVER,CO,802372746
CAROLINA CANINE ACADEMY LLC,519787.5,USA,282 AMBLER SCHOOL RD,MARIETTA,PICKENS,SC,296619498
"BEVINS, TODD",518488.44,USA,3 CERES CIR,SAINT ALBANS,FRANKLIN,VT,54789636
"HONOR CLEANING, LLC",517257.17,USA,14704 75TH LN N,LOXAHATCHEE,PALM BEACH,FL,334704482
"SAN LUIS, CITY OF",515832.16,USA,1090 UNION ST,SAN LUIS,YUMA,AZ,853490000
"F. M. THOMAS AIR CONDITIONING, INC.",514720.87,USA,231 GEMINI AVE,BREA,ORANGE,CA,928213704
KUMANU INC,514560,USA,535 W WILLIAM ST,ANN ARBOR,WASHTENAW,MI,481034978
SKILS'KIN,512824.52,USA,4004 E BOONE AVE,SPOKANE,SPOKANE,WA,992024509
"TEAM CARNEY, INC.",505828.55,USA,7621 ADMIRAL DR,ALEXANDRIA,FAIRFAX,VA,223081071
D SQUARE LLC & AU AUTHUM KI A JOINT VENTURE,503638,USA,530 E 27TH ST,TUCSON,PIMA,AZ,857132977
SHOOTERS WORLD,500200,USA,116 E FLETCHER AVE,TAMPA,HILLSBOROUGH,FL,336123407
"SAPPHIRE SERVICES, L.L.C.",499509.5,USA,7185 E PETRIFIED FOREST CT,SAHUARITA,PIMA,AZ,856298817
"INTERNATIONAL RIVERCENTER LESSEE, L.L.C.",496875.22,USA,2 POYDRAS ST FL 2,NEW ORLEANS,ORLEANS,LA,701301656
ECOLAB INC,490946.45,USA,1 ECOLAB PL,SAINT PAUL,RAMSEY,MN,551022739
SIMPLECOM SOLUTIONS LLC,489176.4,USA,"1775 I STREET NW, SUITE #1150",WASHINGTON,DISTRICT OF COLUMBIA,DC,200062435
CCMH PHILADELPHIA MKT. LLC,488199.99,USA,1201 MARKET ST,"PHILADELPHIA,",PHILADELPHIA,PA,191072817
"MAGNET FORENSICS, LLC",485140.94,USA,300 COLONIAL CENTER PKWY STE 130,ROSWELL,FULTON,GA,300764892
LOGOS INC,474904.92,USA,3101 NEW MEXICO AVE NW APT 253,WASHINGTON,DISTRICT OF COLUMBIA,DC,200165912
"VOBECKY ENTERPRISES, INCORPORATED",470442.04,USA,134 N VERMONT AVE,GLENDORA,LOS ANGELES,CA,917415316
HELIWAGON INC,466458,USA,701 AIRLINE DR,WACO,MCLENNAN,TX,767051514
"NOMAD GLOBAL COMMUNICATION SOLUTIONS, INCORPORATED",465533.52,USA,5414 US HWY 2 W,COLUMBIA FALLS,FLATHEAD,MT,599129062
"OFFICE INK PROS, INC.",465107.96,USA,5935 DUNEGAL CT,AGOURA HILLS,LOS ANGELES,CA,913014600
ASSISTED BUILDING SOLUTIONS LLC,464800,USA,1125 LEGACY DR STE 300,FRISCO,COLLIN,TX,750341942
VALHALL K9 INTERNATIONAL LLC,463450,USA,123 DILLARD RD,HULL,MADISON,GA,306462626
RUBBAGE CONTROL SERVICES LLC,463322.52,USA,300 E 2ND AVE,AJO,PIMA,AZ,853211812
"LENEER DATA ASSURANCE SOLUTIONS, INC.",456787.3,USA,2625 BLAIRSTONE RD,TALLAHASSEE,LEON,FL,323015905
"JEOL USA, INC.",455520,USA,11 DEARBORN RD,PEABODY,ESSEX,MA,19603823
TEYA SUPPORT SERVICES LLC,453576.1,USA,101 E 9TH AVE STE 9B MS-05,ANCHORAGE,ANCHORAGE,AK,995013651
LOOMIS ARMORED US LLC,452956.86,USA,2500 CITYWEST BLVD STE 900,HOUSTON,HARRIS,TX,770429000
H2K SOLUTIONS INCORPORATED,445373.82,USA,13010 HATTONTOWN SQ,HERNDON,FAIRFAX,VA,201712479
LC INDUSTRIES INC,440052.34,USA,4500 EMPEROR BLVD,DURHAM,DURHAM,NC,277038420
DIGITAL VIDEO GROUP INC,439389.56,USA,105 SYLVIA RD,ASHLAND,HANOVER,VA,230051321
WILDRIDGE ENTERPRIZES LLC,430599.72,USA,50 KIEHL RD,CURLEW,FERRY,WA,991185127
RELX INC,426938.5,USA,9443 SPRINGBORO PIKE,MIAMISBURG,MONTGOMERY,OH,453424425
"OFFICE DESIGN GROUP, INC.",420131.91,USA,15375 BARRANCA PKWY,IRVINE,ORANGE,CA,926182208
MALCA AMIT USA LLC,420000,USA,580 5TH AVE PH 1,NEW YORK,NEW YORK,NY,100364701
SOUTHERN POLICE CANINE INC,420000,USA,1168 OLD COUNTY HOME RD,NASHVILLE,NASH,NC,278569173
RIO HONDO COMMUNITY COLLEGE DISTRICT,415776,USA,3600 WORKMAN MILL RD,CITY OF INDUSTRY,LOS ANGELES,CA,906011616
JOHN WILEY & SONS INC,415036,USA,111 RIVER ST,HOBOKEN,HUDSON,NJ,70305774
PIXAMETTIC SOLUTIONS LLC,414612.12,USA,2690 PROVIDENCE RIDGE DR,WENTZVILLE,ST. CHARLES,MO,633853859
SONS QUALITY FOOD CO,413130.47,USA,8630 FENTON ST STE 500,SILVER SPRING,MONTGOMERY,MD,209103829
SYSTEMS ENGINEERING SOLUTIONS CORPORATION,410340.63,USA,7500 GREENWAY CENTER DR STE 905,GREENBELT,PRINCE GEORGE'S,MD,207703565
"FULL SPECTRUM GROUP, LLC",410176.28,USA,3501 JAMBOREE RD STE 100,NEWPORT BEACH,ORANGE,CA,926602940
"MALONE MEAT AND POULTRY, INC.",409955.24,USA,102 W 29TH ST,TUCSON,PIMA,AZ,857133345
BEAN JILL,408758,USA,4193 COW CREEK RD,BONNERS FERRY,BOUNDARY,ID,838055766
WILLIAMS SCOTSMAN INC,407736.78,USA,901 S BOND ST STE 600,BALTIMORE,BALTIMORE (CITY),MD,212313348
"CONVERGEONE GOVERNMENT SOLUTIONS, LLC",407189.78,USA,350 CLARK DR,BUDD LAKE,MORRIS,NJ,78281394
OSI FEDERAL TECHNOLOGIES INC,405390.29,USA,4500 DALY DR,CHANTILLY,FAIRFAX,VA,201513724
AVMEDICAL LLC,404044.96,USA,4037 RURAL PLAINS CIR,FRANKLIN,WILLIAMSON,TN,370641868
"PRISMA INTERNATIONAL, INC.",400000,USA,1128 HARMON PL STE 310,MINNEAPOLIS,HENNEPIN,MN,554032041
"THE AR GROUP, LLC",400000,USA,308 E ORCHARD RD,CENTENNIAL,ARAPAHOE,CO,801211125
CARAHSOFT TECHNOLOGY CORP,396731.42,USA,11493 SUNSET HILLS RD,RESTON,FAIRFAX,VA,201905230
"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A, INC.",393381.45,USA,1595 SPRING HILL RD STE 400,VIENNA,FAIRFAX,VA,221822228
NAL RESEARCH CORP,392032.2,USA,11100 ENDEAVOR CT STE 300,MANASSAS,PRINCE WILLIAM,VA,20109
"DR. TANIA GLENN & ASSOCIATES, P.A.",389075.63,USA,1001 CYPRESS CREEK RD STE 403,CEDAR PARK,WILLIAMSON,TX,786134470
"BRUNSON'S INVESTMENT, LLC",386879.79,USA,15605 HORIZON BLVD,EL PASO,EL PASO,TX,799288550
GCI CONSTRUCTION & INSPECTIONS LLC,386671.53,USA,1305 E. COUNTY 16TH ST LOT B,YUMA,YUMA,AZ,853659615
AMERICAN BADGE INC,384195,USA,127 OAKLEY AVE,WHITE PLAINS,WESTCHESTER,NY,106013903
GENERAL MECHANICAL CORPORATION,379279.88,USA,418 N SEGRAVE ST,DAYTONA BEACH,VOLUSIA,FL,321143145
"ADVANCED COMPUTER CONCEPTS, INC.",378839,USA,7927 JONES BRANCH DR STE 600N,MC LEAN,FAIRFAX,VA,221023317
THE TOOTA GROUP LLC,377910,USA,"1367 OCEAN AVE, STE 124",LAKEWOOD,OCEAN,NJ,87014519
"C&S SHOOTING SPORTS AND RANGE, LLC",375700,USA,4923 RIVERS AVE,NORTH CHARLESTON,CHARLESTON,SC,294066301
AMERICAN LINEN SUPPLY OF NEW MEXICO INC,373480.29,USA,550 N CHURCH ST,LAS CRUCES,,NM,880013440
MYRIAD SOLUTIONS INC,365914.4,USA,11621 LAKE POTOMAC DR,POTOMAC,MONTGOMERY,MD,208541221
"CORPORATE LODGING CONSULTANTS, INC.",364177.17,USA,8111 E 32ND ST N,WICHITA,SEDGWICK,KS,672262619
"WOODLAND CONSULTING, LLC",361008,USA,422 S LAKE ST APT 707,LOS ANGELES,LOS ANGELES,CA,900572887
"CHILD RESCUE COALITION, INC.",360000,USA,4530 CONFERENCE WAY S,BOCA RATON,PALM BEACH,FL,334314489
"DESERT ROSE EQUINE, LLC",356577,USA,14189 W EARLEY ROAD,CASA GRANDE,PINAL,AZ,851228600
CIRCLE ARROW HOLDINGS L.L.C.,355198.96,USA,547 SPOKANE AVE,WHITEFISH,FLATHEAD,MT,599372780
"INTERNATIONAL GLOBAL SOLUTION, CORP",353429.28,USA,643 MASSACHUSETTS AVE STE 200,INDIANAPOLIS,MARION,IN,462041653
WORLD WIDE TECHNOLOGY LLC,351633.87,USA,1 WORLD WIDE WAY,SAINT LOUIS,ST. LOUIS,MO,631463002
"DUN & BRADSTREET, INC",351315,USA,5335 GATE PKWY,JACKSONVILLE,DUVAL,FL,322563070
"DISTRIBUTED COMPUTING SYSTEM SOLUTIONS PROVIDER, INC",349727.06,USA,13900 LINCOLN PARK DR STE 350A,HERNDON,FAIRFAX,VA,201713264
VISIONS IN CREATION LLC,342794.15,USA,7735 FANLIGHT PL,UNION CITY,FULTON,GA,302913467
UNMANNED SYSTEMS INCORPORATED,338996.4,USA,1476 INDUSTRIAL BOULEVARD,MCKINNEY,COLLIN,TX,75071
SAF ENG ASSOCIATES INC,338925.8,USA,301 CENTER ST,ENGLEWOOD CLIFFS,BERGEN,NJ,76321622
"BODE CELLMARK FORENSICS, INC.",337486.77,USA,10430 FURNACE RD STE 107,LORTON,FAIRFAX,VA,220792626
LEVERAGE ENTERPRISES INC,337428,USA,5330 GRIGGS RD STE A114,HOUSTON,HARRIS,TX,770213756
T&B PAINTING CO INC.,335159.12,USA,1023 3RD AVE,CHULA VISTA,SAN DIEGO,CA,919112008
HAWKINS REX ALLEN,334033.45,USA,1210 COUNTRY CLUB RD APT 52,SANTA TERESA,,NM,880089767
IRON MOUNTAIN INFORMATION MANAGEMENT LLC,332939.45,USA,1 FEDERAL ST,BOSTON,SUFFOLK,MA,21102012
SOFTWARE INFORMATION RESOURCE CORP.,325907.29,USA,730 24TH ST NW STE 3,WASHINGTON,DISTRICT OF COLUMBIA,DC,200372500
CHEROKEE NATION GOVERNMENT SOLUTIONS LLC,325186.5,USA,2 W 2ND ST STE 1500-16,TULSA,TULSA,OK,741033123
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,322744.11,USA,10920 TECHNOLOGY PL,SAN DIEGO,SAN DIEGO,CA,92127
JAMUL INDIAN VILLAGE,320000,USA,14191 CAMPO RD,JAMUL,SAN DIEGO,CA,919353213
BLOOMBERG FINANCE LP,318618.84,USA,731 LEXINGTON AVE,NEW YORK,NEW YORK,NY,100221331
"BEMIDJI SPORTS CENTRE, INC.",316004,USA,1826 ANNE ST NW,BEMIDJI,BELTRAMI,MN,566015665
"HEALTHEQUITY, INC.",315720,USA,15 W SCENIC POINTE DR STE 100,DRAPER,SALT LAKE,UT,840206120
ANSI NATIONAL ACCREDITATION BOARD LLC,314280,USA,330 E KILBOURN AVE STE 925,MILWAUKEE,MILWAUKEE,WI,532023149
HBK-9 LLC,312000,USA,7272 CREEK RIDGE RD,HAHIRA,LOWNDES,GA,316322268
LOGISTICS CANINE SERVICES INC,312000,USA,2914 COUNTY ROAD 200,OXFORD,SUMTER,FL,344842342
KNIGHT SKY LLC,308783.86,USA,5123 PEGASUS CT STE X,FREDERICK,FREDERICK,MD,217047254
ABAIR INC,308715.71,USA,5422 QUAILRIDGE DR,CAMARILLO,VENTURA,CA,930124252
"JOHN DEERE SHARED SERVICES, LLC",304066.76,USA,1300 RIVER DR,MOLINE,ROCK ISLAND,IL,612651356
GTANGIBLE CORPORATION,303490.48,USA,2800 EISENHOWER AVE STE 104,ALEXANDRIA,ALEXANDRIA (CITY),VA,223144584
"ALLIANT INSURANCE SERVICES, INC.",303061.98,USA,18100 AVE FL 10,IRVINE,ORANGE,CA,92612
TEXAS K9 SOLUTIONS LLC,303000,USA,21140 FM 2767,WINONA,SMITH,TX,757927025
UNIFIRST CORP,302331.73,USA,4041 MARKET ST,SAN DIEGO,SAN DIEGO,CA,921024513
KAJUN K-9 LLC,301150,USA,37354 CHARLES ANDERSON RD,PEARL RIVER,ST. TAMMANY,LA,704524432
DAVID JONES CPA PC,300000,USA,827 FAIRWAYS CT,STOCKBRIDGE,HENRY,GA,302819068
SRC INC,300000,USA,7502 ROUND POND RD,SYRACUSE,ONONDAGA,NY,132122558
"OLAND, LLC",299876.62,USA,"161 FORT EVANS RD NE, SUITE 250",LEESBURG,LOUDOUN,VA,201763376
UNASSAILABLE SOLUTIONS LLC,298873.37,USA,2883 LANDYNS CIR,FERNANDINA BEACH,NASSAU,FL,320348946
AARDVARK,296750,USA,1935 PUDDINGSTONE DR,LA VERNE,LOS ANGELES,CA,917505818
PERSPECTUS ARCHITECTURE LLC,296138,USA,1300 E 9TH ST STE 910,CLEVELAND,CUYAHOGA,OH,441141501
AUTERION GOVERNMENT SOLUTIONS INC,294915,USA,11959 DISCOVERY CT STE A,MOORPARK,VENTURA,CA,930217120
"STUART B. CONSULTANTS, INC.",294073.99,USA,3509 SHEPHARD ST,CHEVY CHASE,MONTGOMERY,MD,208153221
ASBURY ENVIRONMENTAL SERVICES,292807.03,USA,2100 N ALMEDA ST,COMPTON,LOS ANGELES,CA,902214916
"DONNELLAN ENTERPRISES, INC.",285992.67,USA,2001 N SABINO CANYON RD,TUCSON,PIMA,AZ,857154137
"HRS CONSULTING, INC.",283141.4,USA,2645 EXECUTIVE PARK DR,WESTON,BROWARD,FL,333313624
"ATLANTA RANGE AND ORDNANCE, INC.",282000,USA,80 MILLARD FARMER IND BLVD,NEWNAN,COWETA,GA,302631077
"LRP PUBLICATIONS, INC.",281870,USA,360 HIATT DR,PALM BEACH GARDENS,PALM BEACH,FL,334187106
HAGADONE KATHLEEN,278169.7,USA,2191 US HWY 93 N,EUREKA,LINCOLN,MT,59917
MAINE HELICOPTERS INC,278082.19,USA,55 TOWN FARM LN,WHITEFIELD,LINCOLN,ME,4353
"VANGUARD INDUSTRIES EAST, INC.",277874.25,USA,2440 IMPALA DR,CARLSBAD,SAN DIEGO,CA,920107226
"IMPRES TECHNOLOGY SOLUTIONS, INC",277320.61,USA,810 HESTERS CROSSING RD,ROUND ROCK,WILLIAMSON,TX,786817839
"JOE BRIGHAM, INC.",275142.4,USA,720 CLOUGH MILL RD,PEMBROKE,MERRIMACK,NH,32753814
"THE PAWINGTON, LLC",272930,USA,116 BEACON ST,SOUTH SAN FRANCISCO,SAN MATEO,CA,94080
CITIZEN ADVOCATES INC,272396.6,USA,125 FINNEY BLVD,MALONE,FRANKLIN,NY,129531067
CR & R INC,271211.6,USA,19536 S AVE 1E,YUMA,YUMA,AZ,85366
"WORLDWIDE ENTERPRISE, INC.",270458,USA,11560 STONEWALL RD,APPOMATTOX,APPOMATTOX,VA,245228806
"THOMAS SCIENTIFIC, LLC",270418.26,USA,1654 HIGH HILL RD,SWEDESBORO,GLOUCESTER,NJ,80851780
"ANALYTICAL SOLUTIONS & PROVIDERS, LLC",268344,USA,1511 NEAVE ST,COVINGTON,KENTON,KY,410113323
"WAITEROCK KENNEL GROUP, INC.",264764,USA,18 S ACERS RD,LAFAYETTE,CONTRA COSTA,CA,94549
PARADISE BOARDING KENNEL INC,263779,USA,4441 OSHEA ST,EL PASO,EL PASO,TX,799388282
SYSTEMS AND PROPOSAL ENGINEERING COMPANY,262836.39,USA,10440 BALLS FORD RD STE 230,MANASSAS,PRINCE WILLIAM,VA,201092501
UNIVERSITY OF HOUSTON SYSTEM,262359,USA,4800 W CALHOUN ST STE 316,HOUSTON,HARRIS,TX,77004
TEAL DRONES INC,261053.23,USA,2800 S WEST TEMPLE STE 2,SOUTH SALT LAKE,SALT LAKE,UT,841153504
"CHAPA, BENITO R",261016,USA,2388 E FM 1717,KINGSVILLE,KLEBERG,TX,783639640
DERINT ENTERPRISES,259834,USA,5734 HIGHBURY CT,HOUSTON,HARRIS,TX,770846480
"HANSONS CONSTRUCTION, LLC",258550,USA,120 CHASE BROOK DR,ALEXANDER,WASHINGTON,ME,46946230
SILVER WOLF ENTERPRISES CORP,258090.63,USA,900 12TH ST N,GREAT FALLS,CASCADE,MT,594011219
INTEGRATED SECURITY TECHNOLOGIES INC.,255626.26,USA,94-1388 MOANIANI ST STE 204,WAIPAHU,HONOLULU,HI,967976604
UNIFIRST CORPORATION,253987.34,USA,68 JONSPIN RD,WILMINGTON,MIDDLESEX,MA,18871090
BCL LEASING LIMITED PARTNERSHIP,252854.7,USA,MILE 1225.5 AK HWY,TOK,SOUTHEAST FAIRBANKS,AK,99780
QUALITY COAST INC,250000,USA,2462 MAIN ST STE H,CHULA VISTA,SAN DIEGO,CA,919114624
"SH WAGGIN WEST KENNELS, L.L.C.",248880,USA,2883 E 14TH ST,YUMA,YUMA,AZ,853651904
AMERICAS STAFFING PARTNER INC,248448.96,USA,167 N COMMERCE WAY,BETHLEHEM,NORTHAMPTON,PA,180178974
"CMC DOG TRAINING, LLC",247260,USA,206 E 4TH ST,JUSTIN,DENTON,TX,762474614
BRAWNER GROUP K9 SERVICES LLC,244200,USA,427 EXECUTIVE WAY,HEDGESVILLE,BERKELEY,WV,254277586
"NATIONAL CAPITAL FLAG COMPANY, INCORPORATED",240456.8,USA,100 S QUAKER LN,ALEXANDRIA,ALEXANDRIA (CITY),VA,223144526
"REATA EQUINE VETERINARY GROUP, LLC",239998.51,USA,9100 E TANQUE VERDE RD STE 100,TUCSON,PIMA,AZ,857498024
CITY OF DONNA,238680,USA,307 S 12TH ST,DONNA,HIDALGO,TX,785373337
COMCAST GOVERNMENT SERVICES LLC,238603.2,USA,11951 FREEDOM DR,RESTON,FAIRFAX,VA,201905674
GREGOIMEX COMMUNICATIONS LLC,238000,USA,5546 LAKEWOOD CIR S APT F,MARGATE,BROWARD,FL,330635242
BUSINESS AND ENGINEERING SYSTEMS CORP,237250,USA,20098 ASHBROOK PL STE 200,ASHBURN,LOUDOUN,VA,201473393
IMPERIAL VALLEY RIFLE & PISTOL ASSOCIATION INC,231814.26,USA,2250 WHEELER RD,IMPERIAL,IMPERIAL,CA,92251
ACTIVU CORPORATION,230842.04,USA,301 ROUND HILL DR,ROCKAWAY,MORRIS,NJ,78661224
PRIDE INDUSTRIES,230321.58,USA,10030 FOOTHILLS BLVD,ROSEVILLE,PLACER,CA,957477102
ATHENS TECHNICAL SPECIALISTS INC,228012.8,USA,8157 US HIGHWAY 50,ATHENS,ATHENS,OH,457019303
RELIANCE CONTRACTORS INC,227973.51,USA,1800 SW 1ST AVE,MIAMI,MIAMI-DADE,FL,331291181
"ML RENTAL PROPERTIES, INC.",227712.4,USA,2406 WATSON CT,LAREDO,WEBB,TX,780458154
"MOEDANO, ARTURO S",226620,USA,659 MAIN STREET,BRAWLEY,IMPERIAL,CA,922272547
"CREATIVE CORRECTIONS, LLC",225971.8,USA,6675 CALDER AVE,BEAUMONT,JEFFERSON,TX,777066005
COLOSSAL CONTRACTING LLC,225323.62,USA,304 HARRY S TRUMAN PKWY STE G,ANNAPOLIS,ANNE ARUNDEL,MD,214017379
"EXCEL LANDSCAPING, LLC",225000,USA,38355 HAZEL ST,HARRISON TOWNSHIP,MACOMB,MI,480453566
TOHONO O'ODHAM NATION,223699.09,USA,BUSINESS LOOP 86,SELLS,PIMA,AZ,85634
WELCH COMPANIES INC,223489,USA,2447 W 12TH ST STE 5,TEMPE,MARICOPA,AZ,852816936
R.S. MEANS COMPANY LLC,218295,USA,30 PATEWOOD DR,GREENVILLE,GREENVILLE,SC,296156810
"ATLAS TOYOTA MATERIAL HANDLING, LLC",218030.76,USA,1815 LANDMEIER RD,ELK GROVE VILLAGE,COOK,IL,600072420
COUNTY OF VAL VERDE,217172.06,USA,400 PECAN ST,DEL RIO,VAL VERDE,TX,788405140
"REWORLD SOLUTIONS, LLC",215414.5,USA,445 SOUTH ST,MORRISTOWN,MORRIS,NJ,79606475
"RYANSH CORPORATE SOLUTIONS, INC.",214710,USA,12701 OX MEADOW DR,HERNDON,FAIRFAX,VA,201711745
M & M SANITATION CORPORATION,211023.57,USA,480 WILSON AVENUE,NEWARK,ESSEX,NJ,71054810
GONRE LLC,210120,USA,1552 COUNTY ROAD 3384,KEMPNER,LAMPASAS,TX,765393596
"MONTE BROS. SOUND SYSTEMS, INC.",209878,USA,615 SAW MILL RIVER RD,ARDSLEY,WESTCHESTER,NY,105022151
"MACGYVER SOLUTIONS, INC.",209819.33,USA,85 MAGNOLIA AVE,PINEHURST,MOORE,NC,283748865
MOBILE CONCEPTS SPECIALTY VEHICLES INC,208902.31,USA,480 BESSEMER RD,MT PLEASANT,WESTMORELAND,PA,156669136
WELLS JAMES,206783.7,USA,315 N NOGALITOS,ENCINAL,LA SALLE,TX,78019
"BLUEHALO LABS, LLC",205450,USA,1300 BRITT ST SE,ALBUQUERQUE,BERNALILLO,NM,871233353
OHIO DEPARTMENT OF ADMINISTRATIVE SERVICES,204807.9,USA,"30 E BROAD ST, STE 39",COLUMBUS,FRANKLIN,OH,432153414
MCCHRYSTAL GROUP LLC,201927,USA,333 N FAIRFAX ST STE 100,ALEXANDRIA,ALEXANDRIA (CITY),VA,223142632
"CANON U.S.A., INC.",201847.54,USA,"4100 N. FAIRFAX DRIVE, SUITE 200",ARLINGTON,ARLINGTON,VA,222031678
KPAUL PROPERTIES LLC,201800.36,USA,6230 CORPORATE DR,INDIANAPOLIS,MARION,IN,462782900
HUMAN TECHNOLOGY INC,201695.05,USA,1447 STONEY BOTTOM RD,FRONT ROYAL,WARREN,VA,226305662
MATOMIC OPERATING CO.,199976,USA,2122 MASSACHUSETTS AVE NW APT 12,WASHINGTON,DISTRICT OF COLUMBIA,DC,200082895
"GAMA PROPERTY MANAGEMENT, LLC",198232.14,USA,4216 STILLWATER CV,EDINBURG,HIDALGO,TX,78542
MO-VAC SERVICE COMPANY,196282.4,USA,3721 S MCCOLL RD,EDINBURG,HIDALGO,TX,785399618
"MIDWAY TRAILERS, INC.",195694.85,USA,2650 COUNTY HWY 401,BENTON,SCOTT,MO,637369126
COUNTY OF IMPERIAL,195000,USA,324 APPLESTILL RD,EL CENTRO,IMPERIAL,CA,922439661
RICHEN MANAGEMENT LLC,194989.4,USA,1220 DEXTER RD,DOVER FOXCROFT,PISCATAQUIS,ME,44263639
"TRANSPORTATION MARKETING SERVICES, INC",194823.79,USA,122 9TH STREET,SAN FRANCISCO,SAN FRANCISCO,CA,941032603
"AUCTANE, INC.",194292,USA,"1990, EAST GRAND AVENUE",EL SEGUNDO,LOS ANGELES,CA,90245
"LTI DATACOMM, INC.",193677.45,USA,23020 EAGLEWOOD CT STE 100,STERLING,LOUDOUN,VA,201669503
"WASTE CONNECTIONS OF NEW MEXICO, INC.",192849.27,USA,2485 W AMADOR AVE,LAS CRUCES,,NM,880054022
"CW RESOURCES, INC.",192387.58,USA,200 MYRTLE ST,NEW BRITAIN,CAPITOL,CT,60534160
"BOEING DIGITAL SOLUTIONS, INC.",191157.77,USA,55 INVERNESS DR E,ENGLEWOOD,ARAPAHOE,CO,801125412
TOTAL ARMORED CAR SERVICE INC,190931.28,USA,2950 ROSA PARKS BLVD,DETROIT,WAYNE,MI,482161217
GOVERNMENT SCIENTIFIC SOURCE INC,190178.04,USA,12355 SUNRISE VALLEY DR STE 400,RESTON,FAIRFAX,VA,201913497
"RESEARCH ELECTRONICS INTERNATIONAL, L.L.C.",189681,USA,455 SECURITY PL,COOKEVILLE,PUTNAM,TN,385064941
DAWN SAGE,189349.12,USA,34 HOLIDAY LN,LA LUZ,OTERO,NM,883379520
COFFMAN ELECTRICAL EQUIPMENT CO.,187595,USA,3300 JEFFERSON AVE SE,GRAND RAPIDS,KENT,MI,495482242
ADAIR RANGES INC,182480,USA,345 W 32ND ST,YUMA,YUMA,AZ,853648107
COAST2COAST SHREDDING LLC,181058.49,USA,1248 GILBERT RD,JENKINTOWN,MONTGOMERY,PA,190461814
"WANCO, INC.",180883.1,USA,5870 TENNYSON ST,ARVADA,ADAMS,CO,800036903
"COMCAST BUSINESS COMMUNICATIONS, LLC",180159.2,USA,1701 JOHN F KENNEDY BLVD,PHILADELPHIA,PHILADELPHIA,PA,191032838
STRATEGIC CANINE INTERNATIONAL INC,180000,USA,2914 COUNTY ROAD 200,OXFORD,SUMTER,FL,344842342
CONNECTA SATELLITE SOLUTIONS LLC,178646.1,USA,7430 N TAMIAMI TRL,SARASOTA,MANATEE,FL,342431807
FOREFLIGHT LLC,178200,USA,2323 S SHEPHERD DR STE 912,HOUSTON,HARRIS,TX,770197028
"ELLSWORTH, ERIC BRIAN",177861.12,USA,8382 BOUNDRY RD,METALINE,PEND OREILLE,WA,99152
"VCA ANIMAL HOSPITALS, INC.",176481.19,USA,2500 S HARDY DR,TEMPE,MARICOPA,AZ,852821902
US FITNESS HOLDINGS LLC,175815,USA,1760 OLD MEADOW RD STE 300,MCLEAN,FAIRFAX,VA,221024333
REDBUD RETRIEVERS LLC,174573.4,USA,16270 COUNTY ROAD 1565,ADA,PONTOTOC,OK,748207906
"OPTIVOR TECHNOLOGIES, LLC",174359.52,USA,8955 HENKELS LN STE 503,ANNAPOLIS JUNCTION,HOWARD,MD,207011162
DIXIE SCIENTIFIC SERVICES LLC,174337.64,USA,423 IVY CIR,ADVANCE,DAVIE,NC,270068521
"TECHNICAL COMMUNITIES, INC.",173122.88,USA,1840 GATEWAY DR,SAN MATEO,SAN MATEO,CA,944044028
KELLEY CREATE CO,172506.19,USA,22710 72ND AVE S,KENT,KING,WA,980321926
"SOUTH TEXAS OILFIELD SERVICES, LLC",169503.68,USA,5115 HWY 59,FREER,DUVAL,TX,78357
RUTH WILBURN,169070.13,USA,10368 GOODMAN RD,OLIVE BRANCH,DESOTO,MS,386544301
"MACRO COMPANIES, INC.",168799.28,USA,101 MILLSTONE RD,BROUSSARD,LAFAYETTE,LA,705184234
"CARRIE A. ELK, PHD, LMHC, LLC",168000,USA,3750 GUNN HWY,TAMPA,HILLSBOROUGH,FL,336188905
"EDX WIRELESS, INC.",167045,USA,132 E. BROADWAY SUITE 590,EUGENE,LANE,OR,974013143
"A. T. DISPOSAL, INC",166875.46,USA,705 EL BORDO RD,DEMING,LUNA,NM,880302149
SKYMIRA LLC,166482.37,USA,27 VILLAGE RD APT 1,MILFORD,SOUTH CENTRAL CONNECTICUT,CT,64608078
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AT EL PASO,164475.08,USA,5001 EL PASO DR,EL PASO,EL PASO,TX,799052827
KYOCERA DOCUMENT SOLUTIONS AMERICA INC,164079.53,USA,225 SAND RD,FAIRFIELD,ESSEX,NJ,70041575
"I-2-I SOLUTIONS, INC.",163471.37,USA,9896 HONEYBEE DR,MECHANICSVILLE,HANOVER,VA,231162625
"EMERGENT DEVICES, INC.",162820.8,USA,401 PLYMOUTH RD STE 400,PLYMOUTH MEETING,MONTGOMERY,PA,194621645
